"Load current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Vpre [V]","Vbg [V]","NTC [Ohm]","dVin [V]","dIload [A]","dVDD [V]","dVref [V]","dVoffs [V]","dVpre [V]","dVbg [V]","dNTC [Ohm]"
0,1.56,1.210836,0.5948882,0.9853739000000001,0.6035027,1.0827938,44873.6468,0.0,0.0078000000000000005,0.0003254903992439792,0.00019187954554876512,0.0003300907299516309,0.00010291457622708654,9.031921168832833e-05,73.66467438529786
0.03,1.56,1.2107629999999998,0.595015,0.9855645,0.6036188,1.0824338,45317.0895,3e-05,0.0078000000000000005,0.00024050155924648013,0.00010042111331787138,0.00024791097192337577,0.00020037305208036744,0.00016064109063377305,32.12994191809449
0.06,1.56,1.2104430000000002,0.5947659000000001,0.9849105,0.6035849000000001,1.0821514999999997,45532.78702,6e-05,0.0078000000000000005,0.0003362157045707498,9.17915573459823e-05,0.00028370451177237846,0.00015271506147071225,0.00011354756712499375,10.000303864663227
0.09,1.56,1.210125,0.5948158,0.984748,0.6035189,1.0818611,45680.39633999999,8.999999999999999e-05,0.0078000000000000005,0.00021481387292259828,0.00012022545487542445,0.00019793938466105675,0.00014356841574663228,0.00011882209390511599,14.905063859588235
0.12,1.56,1.2101970000000002,0.5948434,0.9853164999999999,0.60394,1.0818955000000003,45778.710539999985,0.00012,0.0078000000000000005,0.0003147078009836711,0.00017549199411940851,0.00036707008867516936,0.00015179657440141242,0.00013609500358205583,13.806320574662958
0.15,1.56,1.21035,0.5948964,0.9852371,0.6041299999999998,1.0815559999999997,45863.62330000001,0.00015,0.0078000000000000005,0.0002748454110950232,0.00011678544429849176,0.0002514495774504151,0.00020311720754281898,0.000154730733857252,15.486812308670942
0.18,1.56,1.210483,0.5951701999999999,0.9854420999999999,0.6042361,1.0811376,45929.525559999995,0.00017999999999999998,0.0078000000000000005,0.0002959408724728515,0.00014603410560550743,0.00023961613050877396,0.0001538131658864141,0.00011908333216701289,13.18247563056379
0.21,1.56,1.2101330000000001,0.5948097999999999,0.9851601999999999,0.6047487,1.0809379,46017.60014000001,0.00021,0.0078000000000000005,0.00035994582925771254,0.0001228900321425574,0.0003263117527763841,0.000194926678522977,0.00010672436460343696,9.675227652225502
0.24,1.56,1.2096009999999997,0.5947342000000001,0.9852633000000001,0.6048584,1.0809269,46090.54194,0.00024,0.0078000000000000005,0.00016831220989577545,0.00012689665086202588,0.0002105611787580889,0.000155888549932317,0.0001667299913032919,5.1639604346271994
0.27,1.56,1.2108760000000003,0.5948887,0.9856360000000001,0.6050898,1.0808326000000001,46154.311480000004,0.00027,0.0078000000000000005,0.0002998399573105565,0.0002295761529427597,0.00018664726089605548,0.0001074902786302099,6.871128000551514e-05,15.116842974300008
0.30000000000000004,1.56,1.2094980000000002,0.5951221,0.9855219999999999,0.6053535,1.0803737,46232.00222,0.00030000000000000003,0.0078000000000000005,0.00030626132632117034,0.0001395940184965026,0.00022535394383058202,0.00015904228997344987,7.699357116021691e-05,10.730193718737706
0.33000000000000007,1.56,1.210375,0.5946417,0.9857395,0.6050774999999999,1.0802268,46274.827119999994,0.00033000000000000005,0.0078000000000000005,0.00040147851748258026,0.00020376508533110835,0.00025411149127891995,0.00011749148905345114,0.0001957098873332844,14.069701685025256
0.3600000000000001,1.56,1.211333,0.5951115,0.9865916,0.6056193,1.0798995999999998,46341.91802,0.00036000000000000013,0.0078000000000000005,0.00019692892118730194,0.00019112522073238232,0.00022827623617013534,0.0001377316593960927,0.00019136938104097825,10.329024806320835
0.3900000000000001,1.56,1.2101000000000002,0.5945073,0.9858418999999999,0.6057254999999999,1.0795474,46415.98494000001,0.00039000000000000016,0.0078000000000000005,0.0005160232552899363,0.00016005877045635497,0.000216778435274359,9.77509590745856e-05,0.0001489471047050078,7.649323265387243
0.42000000000000015,1.56,1.209559,0.5944301999999999,0.9855675999999999,0.6056577999999999,1.0793647,46471.5332,0.0004200000000000002,0.0078000000000000005,0.0004957307737068891,9.961606296177376e-05,0.00022179684398114158,0.00021461118330599906,0.00012416364202133377,7.8455927136192924
0.4500000000000002,1.56,1.2101910000000002,0.5944306,0.9858559,0.6062009,1.079323,46544.7187,0.0004500000000000002,0.0078000000000000005,0.00028703484109075545,0.00011853792642019458,0.000251604232873772,9.937449370939361e-05,0.0002078234827924859,8.525215015470453
0.4800000000000002,1.56,1.2103949999999999,0.5946109999999999,0.9867438999999999,0.6067122,1.0791172,46606.65882,0.00048000000000000023,0.0078000000000000005,0.0004714286796536376,0.00023151932964658313,0.00021612332127744579,0.00017522830821530027,0.00013349666662506153,8.332812390879521
0.5100000000000002,1.56,1.2074200000000002,0.5936987,0.9851381,0.6061761999999999,1.0788913,46664.928640000006,0.0005100000000000003,0.0078000000000000005,0.00029701851794123083,0.0001693694482484969,0.00032199610246088777,0.0001510515143916048,0.00012464513628700845,7.296996666466312
0.5400000000000003,1.56,1.201158,0.5903685999999999,0.9862702000000001,0.6064752,1.0786316,46703.20328,0.0005400000000000002,0.0078000000000000005,0.0002994929047573535,0.00014443559118165365,0.00023337086364839954,0.0002821070009765792,0.00018573647999247937,12.833083104291047
0.5410000000000003,1.56,1.2005700000000001,0.5897143,0.9855978000000001,0.6065126,1.0784548,46751.670179999994,0.0005410000000000002,0.0078000000000000005,0.00023507445628991242,0.00015650115015552045,0.00021074192748477937,0.0001464071036527895,9.06860518492474e-05,3.8285835502961922
0.5420000000000003,1.56,1.199514,0.5895324000000001,0.9852683999999998,0.6062612000000001,1.0788259999999998,46779.6527,0.0005420000000000003,0.0078000000000000005,0.0005881530413081246,0.0001274591699329584,0.0004141319113519423,0.00017799876404066237,0.000101958815214769,7.703624713080398
0.5430000000000003,1.56,1.199138,0.5889833999999999,0.9856670999999999,0.6065729999999999,1.0786031,46810.11956,0.0005430000000000003,0.0078000000000000005,0.0003677716682943517,0.00013116722151512722,0.00018554161258326805,0.00018281028417461179,0.0001442306832820319,2.1581078931341118
0.5440000000000003,1.56,1.197679,0.5885136,0.9853002999999999,0.6064111,1.0784479,46822.83787999999,0.0005440000000000003,0.0078000000000000005,0.00042299999999996523,0.00019098230284506315,0.0003314498604615652,0.00014078526201273905,0.00012359486235279286,10.773876638869815
0.5450000000000003,1.56,1.1974900000000002,0.5882161,0.9853618000000001,0.6066640999999999,1.0785572,46823.547660000004,0.0005450000000000002,0.0078000000000000005,0.0002819219750214516,0.00013285740476163787,0.00026406771858749224,0.00027228384087196994,0.00011769519956226255,13.26942402029741
0.5460000000000003,1.56,1.195724,0.5878974,0.9855806000000001,0.6064884000000001,1.0785117,46828.17176,0.0005460000000000003,0.0078000000000000005,0.00026811191693020523,9.185445008271317e-05,0.00015847157473817855,0.00025153775064588554,0.00012763702440910215,8.642639356029404
0.5470000000000003,1.56,1.1954680000000002,0.5872484,0.9853168999999999,0.6065753,1.0785663,46860.519159999996,0.0005470000000000003,0.0078000000000000005,0.00030132374616015947,0.00026141698491107847,0.0001174610148091529,0.00018124682066176538,0.0001336600538680252,4.742539707201481
0.5480000000000003,1.56,1.194233,0.5869268,0.9853337999999999,0.6065248000000001,1.0786095000000002,46877.4946,0.0005480000000000003,0.0078000000000000005,0.00045420369879603056,0.00011943182155524048,0.00032672367529764523,0.00013592777493947721,0.00015355666706458595,7.922962378302638
0.5490000000000003,1.56,1.192399,0.5862635,0.9854613999999999,0.6062585,1.078505,46892.851720000006,0.0005490000000000002,0.0078000000000000005,0.00031226431112120267,0.00012703798644501151,0.00036179613043812173,0.00012700649589686346,6.304125633265982e-05,4.938378366792197
0.5500000000000003,1.56,1.19136,0.5853005,0.9850328000000002,0.6062015000000001,1.0785364999999998,46888.95763999999,0.0005500000000000002,0.0078000000000000005,0.0004269426190953737,0.0001510703478515933,0.00021354755910570625,0.00020688462968524932,9.081767449125164e-05,18.347352126407497
0.5510000000000003,1.56,1.1900400000000002,0.5847224,0.9850511000000001,0.6062792,1.0786029000000001,46901.51082,0.0005510000000000003,0.0078000000000000005,0.00019493588689616805,0.00013732749178517882,0.0002598197259639755,0.00014851383773911678,7.00520520756047e-05,4.9272140669558535
0.5520000000000003,1.56,1.1890319999999999,0.5842267000000001,0.9858165,0.6062592,1.0789044,46902.20824,0.0005520000000000003,0.0078000000000000005,0.00035968875434186674,0.0001667441453244894,0.00022392554566194776,0.00018825875809640863,0.00010800018518507678,5.7467569117187685
0.5530000000000003,1.56,1.187475,0.5836905,0.9861373999999999,0.6067196,1.0787322,46919.4027,0.0005530000000000003,0.0078000000000000005,0.0002807935184437294,9.44449575149526e-05,0.0001406848961331622,0.00015990322073054645,0.00016540725497992672,3.642770058075737
0.5540000000000003,1.56,1.185886,0.5827089,0.9859574,0.6068532000000001,1.0786210999999999,46940.49567999999,0.0005540000000000002,0.0078000000000000005,0.00022698898651698203,0.00015152521242354846,0.0002794484567858667,0.0002402947356893266,7.288820206312956e-05,5.529282831760823
