"Load current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Vpre [V]","Vbg [V]","NTC [Ohm]","dVin [V]","dIload [A]","dVDD [V]","dVref [V]","dVoffs [V]","dVpre [V]","dVbg [V]","dNTC [Ohm]"
0,1.55,1.1981310000000003,0.5888966,0.9751768999999999,0.5993453,1.0764108000000001,48646.39368,0.0,0.007750000000000001,0.00028426923857496303,0.00011503929763345107,0.00018624094608866076,0.00017264938459201284,9.33421662487111e-05,59.08428433843915
0.03,1.55,1.1988269999999999,0.5888574999999999,0.9754923,0.5995209,1.0759393,48988.65266,3e-05,0.007750000000000001,0.0002658213685917278,0.00012919539465476912,0.0002844145038495919,0.00013117198633854347,0.00013031504134211933,32.6716583406241
0.06,1.55,1.1980840000000001,0.5888222999999999,0.9752646,0.5994455000000001,1.0755956,49208.073300000004,6e-05,0.007750000000000001,0.00022361574184301874,9.931872935152542e-05,0.00023438865160242155,0.0001409398808002736,0.00012235374943170838,12.387712595793133
0.09,1.55,1.197557,0.5885927000000001,0.9751110000000001,0.5995291,1.0752982000000002,49332.2091,8.999999999999999e-05,0.007750000000000001,0.0003735250995582928,0.00014132660754436542,0.0002604411641810916,0.00013389880507309865,0.00010785620056353341,16.022033601138222
0.12,1.55,1.196825,0.5884064999999999,0.9748186000000001,0.5996794999999999,1.0749877,49482.9451,0.00012,0.007750000000000001,0.00034124038447990595,0.0001308718839170593,0.0002395463211990462,0.00012025576909238489,0.00012827084625896554,19.413593154385534
0.15,1.55,1.196805,0.5882169,0.9746388000000001,0.5996499999999999,1.0748693,49580.00654,0.00015,0.007750000000000001,0.00025656383221335483,0.00024588796229178106,0.00043587333022334794,0.0001447749978414775,0.00023997626966016516,11.540020750173719
0.18,1.55,1.1963180000000002,0.5879749999999999,0.9747522,0.5996651999999999,1.0744205999999998,49678.985360000006,0.00017999999999999998,0.007750000000000001,0.0001813725447801025,0.00011256198292496132,0.00031763998488856164,0.00013757528847870557,0.00014197126469822535,11.880268749080324
0.21,1.55,1.196413,0.5879225,0.9747426000000001,0.5995646,1.0742007,49762.234840000005,0.00021,0.007750000000000001,0.0002551881658698474,0.0001541046722198886,0.00023334489495165949,0.00015958082591592372,0.00015533322246061139,11.021009730437392
0.24,1.55,1.1956410000000002,0.5875857000000001,0.9741562000000001,0.5997572000000001,1.0740952,49865.488880000004,0.00024,0.007750000000000001,0.00025746650267560804,9.222044241922682e-05,0.00033744504737808677,0.0001805540362329236,5.269117573177242e-05,20.20377154982598
0.27,1.55,1.1954179999999999,0.5876465,0.9738694999999999,0.5998503000000001,1.0736594,49954.1543,0.00027,0.007750000000000001,0.00034341811251011235,0.00020663603267581776,0.00025556731011615444,0.00014704832538997762,9.723497313209686e-05,10.550496757405579
0.30000000000000004,1.55,1.194927,0.5872467,0.9738923999999999,0.5999930000000001,1.0733671,50033.35436,0.00030000000000000003,0.007750000000000001,0.000381288604602914,0.000155407882682942,0.0002535007692295989,0.0001508330202574932,0.00013522089335599483,18.04707816369217
0.33000000000000007,1.55,1.194231,0.5871727,0.9734947999999999,0.6000097,1.0731052,50121.040559999994,0.00033000000000000005,0.007750000000000001,0.00040485676479467343,0.0001572533306483612,0.00019228198043497283,0.00011090090170961594,0.00014305719136068878,12.642409618517204
0.3600000000000001,1.55,1.193827,0.5865736,0.9735598000000001,0.5999888,1.072746,50201.77702,0.00036000000000000013,0.007750000000000001,0.00021109476544906445,0.00021012815137435228,0.00030105042766950606,0.0001304728324211544,8.067713430708744e-05,18.427799567001323
0.3900000000000001,1.55,1.193975,0.5866181000000001,0.9727492999999999,0.6000552000000001,1.0725949,50278.365000000005,0.00039000000000000016,0.007750000000000001,0.00039938077069380577,0.00015970626161800855,0.0002172155841554783,0.00017501702774301532,0.00020387174890112704,8.353404410899378
0.42000000000000015,1.55,1.1936170000000002,0.586604,0.9732167,0.6002898999999999,1.0719824,50372.73052,0.0004200000000000002,0.007750000000000001,0.00034638273629034115,0.00010747371771739647,0.0001641109685548229,0.0001434889891246037,9.494229826582918e-05,11.633006854531555
0.4500000000000002,1.55,1.1922989999999998,0.5860584999999999,0.9729751999999999,0.6003193,1.0717379,50438.9299,0.0004500000000000002,0.007750000000000001,0.00046719267973719324,0.00014211210363652388,0.00029135469791990743,0.00012540259167976442,0.0001473040732634274,10.996089570206017
0.4800000000000002,1.55,1.192463,0.5860064,0.9729933,0.6003891,1.0714223,50527.4059,0.00048000000000000023,0.007750000000000001,0.00038325057077583964,0.00017433370299513523,0.00016201114159218203,0.00018419959283345324,0.00017355578353945363,9.388608163088579
0.5100000000000002,1.55,1.192663,0.5857561,0.9731586999999999,0.6007147,1.0714757000000001,50597.73978,0.0005100000000000003,0.007750000000000001,0.00034811061460399747,0.00015489961265283472,0.00038563248047851056,0.0001621986744705375,0.00018974933464968051,8.443557490633133
0.5400000000000003,1.55,1.184977,0.5825045,0.9731590000000001,0.6008749999999999,1.0712918,50676.17312,0.0005400000000000002,0.007750000000000001,0.00031871774346590114,0.0002183786848572836,0.0003953886695392391,0.0001306292463424627,0.0002503081301116606,8.41227511280931
0.5700000000000003,1.55,1.0209347,0.5034590000000001,0.9728667,0.6006178999999999,1.071848,50683.19648,0.0005700000000000003,0.007750000000000001,0.026596175977196428,0.011704552003387405,0.0002535657902793639,0.00018870582926873108,0.00012223910994441507,8.862245306782457
