"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Iref [V]","Vbg [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dIref [V]","dVbg [V]","dNTC [Ohm]"
0.001,0.02,0.00014564399999999998,4.0916223e-05,0.003700159,-0.0002481866,0.07544826419999999,45650.231420000004,1e-06,2e-05,1.125438403467734e-06,1.713917046620288e-05,0.00022719413079787078,1.4603329429962195e-05,0.051346183981694125,27.638994490205153
0.021,0.74,0.00998453,0.0001521409,0.2952724,0.0001955699,0.35736440999999997,45746.85394,2.1000000000000002e-05,0.00074,9.243092556066004e-06,8.763938583194203e-06,0.00453333625931278,3.0773080265062846e-06,8.940621287135755e-05,8.578367991312868
0.041,1.36,0.8273971000000001,0.4055018,1.2982150000000001,0.6064002,1.1118453,45767.03296,4.1e-05,0.00136,0.0010046328135194507,0.00023859036024115118,6.756478372642624e-05,0.0004801351476407425,0.00013536251327455587,4.325983534227517
0.061,1.37,0.9142068999999999,0.4490096,1.2768659999999998,0.6066462,1.1125289999999999,45781.437060000004,6.1e-05,0.0013700000000000001,0.0008377397507579485,0.00048645250538978987,4.363484845854986e-05,0.0006166745981471897,0.00016357567056257582,11.037404072081156
0.081,1.37,0.9715830999999999,0.4778259,1.258215,0.6050061999999999,1.1125345,45759.1178,8.1e-05,0.0013700000000000001,0.001241641852548452,0.0005519381215317485,7.927799190195759e-05,0.00024985908028328567,0.00017864335979824827,10.01998977664148
0.101,1.38,1.0028779999999997,0.4928389999999999,1.2402050000000002,0.6059363,1.1128095999999998,45758.9144,0.000101,0.00138,0.0007290651548387198,0.0003833525792270164,2.2022715545568523e-05,0.00022579373330544272,0.00015861286202575653,15.192172743225651
0.12100000000000001,1.38,1.0168840000000001,0.500352,1.222304,0.6060876000000001,1.1130977999999998,45742.14719999999,0.00012100000000000001,0.00138,0.0006277929595017633,0.00035247014057932245,2.8000000000005797e-05,0.0003691721007877078,0.0001857411101506476,5.950868077181136
0.14100000000000001,1.38,1.02745,0.5052315999999999,1.20443,0.6045472000000001,1.1128719999999999,45719.87088,0.000141,0.00138,0.0005563092665055984,0.00024662976300520416,9.24121204171953e-05,0.00043075603303959506,0.00013384842173145314,9.566328316841492
0.161,1.38,1.052299,0.5178147,1.187192,0.6058144,1.113081,45688.259880000005,0.000161,0.00138,0.0007601111760788484,0.0005040861136750347,0.00010495713410725733,0.0002666117776843193,0.00020532072472109617,5.6319815203542145
0.181,1.38,1.083347,0.5338936000000001,1.169782,0.6045735999999999,1.1133627000000001,45643.5353,0.000181,0.00138,0.0016829382044507809,0.0007623141347239892,6.19354502688245e-05,0.0003254849305267314,0.0001218212214681409,8.397653846401914
