"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Iref [V]","Vbg [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dIref [V]","dVbg [V]","dNTC [Ohm]"
0.001,0.01,0.0001085641,3.5336009999999996e-05,0.0008999252000000001,-5.123139e-05,0.122805783,47619.10032,1e-06,1e-05,9.586573371126922e-07,8.894745217649576e-06,7.889738511864636e-05,2.253006659015681e-05,0.04760271665594602,11.371915015230302
0.021,0.73,0.009176464,0.00017727620000000002,0.10639860000000001,0.00033198339999999997,0.32961074,47604.06551999999,2.1000000000000002e-05,0.00073,5.442821327215917e-06,1.0478305061411411e-05,0.0006959590792568179,1.890011915306354e-06,3.187124723006156e-05,3.7516275392941374
0.041,0.75,0.01734875,0.0023980499999999997,0.27788880000000005,0.002946558,0.34345678,47580.697439999996,4.1e-05,0.00075,6.971692764314717e-06,1.922411818523802e-05,0.007734056901781883,2.328827172634318e-06,3.0531878422398334e-05,10.556843292501187
0.061,1.27,0.9372515,0.458884,1.190604,0.6068766000000001,1.0772089,47542.80658,6.1e-05,0.00127,0.002694699955468127,0.001383941039206518,0.00026989627637296926,0.00028581644459337203,0.00019219752860010788,4.781436347123915
0.081,1.27,0.9786066,0.47984299999999996,1.173499,0.6067281,1.0777726,47516.92922,8.1e-05,0.00127,0.000413193223564948,0.00039340081342061485,4.763402145522999e-05,0.000163111281032299,8.833481759762368e-05,6.867686016234886
0.101,1.28,1.0109080000000001,0.49563500000000005,1.156022,0.6060776,1.077412,47478.867000000006,0.000101,0.00128,0.00023506594819326982,0.00037821924858472887,2.0880613017860063e-05,0.00016962912485774456,0.00012366810421447902,4.493599756985962
0.12100000000000001,1.28,1.025052,0.5027366,1.139139,0.6062128,1.0779871,47457.8854,0.00012100000000000001,0.00128,0.0002887836560471899,0.000247841562293323,2.9816103031744663e-05,7.30312261981043e-05,0.0001327263726619605,6.012916166719777
0.14100000000000001,1.28,1.0682560000000003,0.5253839,1.112139,0.6061204,1.0773525,47413.59668,0.000141,0.00128,0.0006150479656091772,0.00034495577977473765,0.00025731109575766046,0.00014906387892443072,0.00010937115707531716,6.160158201344886
0.161,1.28,1.113203,0.5490219999999999,1.092633,0.6060485000000001,1.0773525000000002,47390.04586,0.000161,0.00128,0.0005079379883410568,0.0002736165199690965,9.930256794264583e-05,0.00020478244553670557,0.00010131757004585559,4.955993976429951
0.181,1.28,1.1591079999999998,0.5731812000000001,1.0741210000000003,0.6058314,1.0777486,47332.3804,0.000181,0.00128,0.00032504768880891883,0.0001521274465702952,0.0001058725649070542,0.0002004191607606455,6.401124901135309e-05,11.231761637605656
0.20099999999999998,1.28,1.175626,0.5832623,1.056342,0.6062773,1.0779511,47300.49538,0.00020099999999999998,0.00128,0.0002498479537638774,0.00027951817472215366,7.05407683541823e-05,0.0001378231112694639,0.00014900902657221315,4.4118538200638255
0.22099999999999997,1.29,1.184121,0.5893898000000001,1.0394359999999998,0.6056703,1.0779977,47255.69956,0.00022099999999999998,0.0012900000000000001,0.00025434032318922417,0.0002615483894043438,7.088018058668626e-05,0.00014525842488476693,0.00010278720737524907,5.267497805068243
0.24099999999999996,1.29,1.185383,0.5903952,1.023574,0.6053166000000001,1.0778624,47239.54474,0.00024099999999999998,0.0012900000000000001,0.00028653272064462605,0.0002012703654291893,9.921693403847697e-05,0.00020904219669722583,0.00012352586773625157,5.850894626840268
0.26099999999999995,1.29,1.186874,0.5908580999999999,1.00903,0.6053746,1.0781289,47185.0627,0.00026099999999999995,0.0012900000000000001,0.00018602150413328611,0.00017270231613965612,6.985699678631728e-05,0.00011549735927717841,8.044184234587455e-05,10.353383397519021
0.28099999999999997,1.29,1.1885560000000002,0.5913904999999999,0.9968457999999998,0.6051934999999999,1.0779273000000003,47157.77502,0.000281,0.0012900000000000001,0.000440095444193651,0.0001356946940745961,0.00013722230139447532,0.00018371241112129054,0.00010584049319613607,7.585952221943626
0.301,1.3,1.189832,0.5909703000000001,0.9874231,0.6050776000000001,1.0780987,47110.31428,0.000301,0.0013000000000000002,0.00032446263267135543,0.000176453988336907,0.00020579137494073849,6.677155082816454e-05,0.0001610788937136122,5.818077776515555
0.321,1.31,1.1924,0.5911379,0.9838289,0.6050922,1.0784902,47063.1536,0.000321,0.0013100000000000002,0.00032171415884292874,0.00015195226224047717,0.00025608766077262076,0.00016105700854045582,0.00012794592607820825,9.423180564968057
0.341,1.33,1.194381,0.5911801000000001,0.9823658999999999,0.6042438000000001,1.0783773,47034.675520000004,0.00034100000000000005,0.00133,0.0003173153006081006,6.744842474068634e-05,0.00041310324375390617,0.00014707331505069132,0.00015727812943955001,4.210773519152562
0.36100000000000004,1.34,1.1963120000000003,0.5913512,0.9817629,0.6040657,1.0781189999999998,46984.2801,0.00036100000000000005,0.00134,0.0004151096240753756,0.00019218314182050688,0.0003706509004440825,0.00015342232562440454,0.00015135388994009266,7.258051679067396
0.38100000000000006,1.37,1.199081,0.5914351999999999,0.9819938999999998,0.6037654,1.0781043000000001,46946.020059999995,0.00038100000000000005,0.0013700000000000001,0.0001937240305176435,0.00014666683333324577,0.0004837618112253124,0.00011277960808586096,8.874463364055976e-05,5.361761692801208
0.4010000000000001,1.38,1.2008619999999999,0.5915483,0.9817797,0.6038836999999999,1.0784048,46890.40086,0.0004010000000000001,0.00138,0.0004046430525784379,0.00010404234714768387,0.00038105224051302497,0.00017229918746180625,0.0001013763285979249,20.349156306009625
