"Load current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Vpre [V]","Vbg [V]","NTC [Ohm]","dVin [V]","dIload [A]","dVDD [V]","dVref [V]","dVoffs [V]","dVpre [V]","dVbg [V]","dNTC [Ohm]"
0,1.56,1.2076349999999998,0.5943873,0.9878967,0.6021266999999999,1.0852608,44816.453,0.0,0.0078000000000000005,0.0003164253466459436,0.00012348931127833743,0.00015119791665230866,0.0001857342456306785,0.00023011988180077192,75.42896651804251
0.03,1.56,1.2076550000000001,0.5944526,0.9878094,0.6023905,1.0854442,45245.68722,3e-05,0.0078000000000000005,0.00019592090240707686,0.00023449784647200015,0.00024280864893986344,0.00011978084153986569,0.0001425466941040753,38.47048475220449
0.06,1.56,1.207615,0.5944307,0.9885691999999999,0.6027325999999998,1.0846032,45444.936980000006,6e-05,0.0078000000000000005,0.0003775513210147564,0.00015905096667421912,0.00024301555505770083,0.00019925420949128876,0.0001993242584333122,8.826301493920445
0.09,1.56,1.2074859999999998,0.5937649,0.9881049000000001,0.6026008,1.0847025,45600.10702,8.999999999999999e-05,0.0078000000000000005,0.00023174123500146668,0.00020809778951251813,0.00021475541902360817,9.993177672790472e-05,6.594126174102608e-05,14.417498985939577
0.12,1.57,1.2075999999999998,0.5944271999999999,0.9884318999999999,0.6030222000000001,1.0843339,45689.49108000001,0.00012,0.007850000000000001,0.0002898275349237607,0.000190099342450214,0.00021907416552391904,0.0001521511090988004,0.0002224353613974304,12.17256145014539
0.15,1.56,1.2066839999999999,0.5941121,0.9883856,0.6032941,1.0840668,45793.06878,0.00015,0.0078000000000000005,0.0004113684479879265,9.604004373176313e-05,0.00034265265211288207,0.00013393315496916598,8.141228408539271e-05,9.086143004466612
0.18,1.56,1.2071020000000001,0.5942031999999999,0.988523,0.6031613000000001,1.0838459,45875.32862,0.00017999999999999998,0.0078000000000000005,0.0003584633872517576,0.00011427930696324904,0.00016305949834341497,6.762255540867955e-05,0.00017803732754675695,13.915727252629422
0.21,1.56,1.206189,0.5938518,0.987808,0.6031939000000001,1.0834641999999999,45960.71964,0.00021,0.0078000000000000005,0.00028970502239345126,0.00020470065950064077,0.0003864259308069112,0.00011105624701024977,0.00017307501263900076,11.167007886017261
0.24,1.57,1.205576,0.5937196,0.9872011,0.6033826,1.0831903999999999,46018.19402,0.00024,0.007850000000000001,0.00028573414216714627,0.00018458017228294613,0.0002169720949799821,0.00012654422151958057,0.00010368625752723361,13.316129897441856
0.27,1.56,1.20684,0.5939305000000001,0.9879131000000001,0.6038967,1.0829258000000002,46086.914540000005,0.00027,0.0078000000000000005,0.00030512292604781933,0.0002918058429846868,0.0002372890431520284,0.00018349880108601042,0.00018458483144610747,16.415513295002935
0.30000000000000004,1.57,1.2066899999999998,0.5941143999999999,0.987954,0.604035,1.0827503000000003,46124.007999999994,0.00030000000000000003,0.007850000000000001,0.0003293022927342086,0.00016524236744854903,0.0002011656034216569,0.0001811993377471261,0.00017423091000164163,12.717674673147387
0.33000000000000007,1.57,1.206727,0.5937745000000001,0.9883748000000001,0.6040819,1.0828158,46210.72622,0.00033000000000000005,0.007850000000000001,0.0005219971264288613,0.00011649570807544524,0.00038211432844110897,0.00018765630818067696,0.0001504545113979406,9.795158816763305
0.3600000000000001,1.57,1.2058249999999997,0.5933827,0.9877713,0.6043595999999999,1.0824086,46287.3865,0.00036000000000000013,0.007850000000000001,0.0003356262802582923,0.00010441652168119253,0.00022397993213678528,0.00014016005136987283,0.00011542200829999084,5.9400386204132865
0.3900000000000001,1.57,1.2055690000000001,0.5932757,0.9881810999999999,0.6040175,1.0822459000000002,46346.80526,0.00039000000000000016,0.007850000000000001,0.0002147766281512325,0.00026466660159528855,0.000246588097847388,0.00015309229242519307,0.00012890496499359268,11.658226180101282
0.42000000000000015,1.57,1.20547,0.5929915,0.9876623999999999,0.6043762000000001,1.0819808,46400.21134,0.0004200000000000002,0.007850000000000001,0.0003955502496522822,0.00021950501133231794,0.00023136170815413776,0.00016498715101487046,0.00013508426999469492,7.322649266378213
0.4500000000000002,1.57,1.2056149999999999,0.593402,0.9885477,0.6049397,1.0817997,46466.84654,0.0004500000000000002,0.007850000000000001,0.0004252117119741947,0.00022972940604109308,0.00022431810002762465,0.00016026356416852828,0.00012410966924461083,12.756600075976944
0.4800000000000002,1.57,1.2055640000000003,0.5933229,0.9886956000000001,0.6050093,1.0818869,46521.941399999996,0.00048000000000000023,0.007850000000000001,0.0002028398382961538,0.00016871244767354229,0.00027208241398517675,0.00018253002492740706,9.1930897961459e-05,6.527201994117003
0.5100000000000002,1.57,1.205662,0.593217,0.9887657000000001,0.6054929,1.081644,46607.801060000005,0.0005100000000000003,0.007850000000000001,0.0004394268994952399,0.00016877440564254338,0.00027419447478023245,0.00016099841614128284,8.655287401352684e-05,5.682686641227903
0.5400000000000003,1.57,1.197849,0.5893703000000001,0.9889940000000002,0.6057039,1.0814237,46626.66442,0.0005400000000000002,0.007850000000000001,0.0004907840665710185,7.434655338346988e-05,0.00034154033436769525,0.0001593075327785816,9.659404743564079e-05,13.322333231743793
