"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Iref [V]","Vbg [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dIref [V]","dVbg [V]","dNTC [Ohm]"
0.001,0.0,-0.001715709,-0.0027212499999999997,-0.003044347,9.50241e-05,0.18056762999999998,131220.2968,1e-06,0.0,0.000269590386677641,0.00026913614948572036,8.676476704861253e-05,5.654167140614079e-06,0.025714007542467974,20.51193050300083
0.021,0.79,0.12154659999999999,-0.02661968,0.7895781,0.0002591349,0.34064450999999996,131040.70220000001,2.1000000000000002e-05,0.00079,0.00040700398032451625,4.536033509576232e-06,7.671564377621781e-05,5.978938785436712e-07,0.0013440961218975434,70.85854192234095
0.041,1.11,0.6739704000000002,0.3242041,1.121826,0.5828246000000001,1.0850906,130434.79879999999,4.1e-05,0.00111,0.00044026610135235465,0.00028417440067675983,0.0010364863723175482,0.0002906950979978925,9.379999999999464e-05,171.18739676202864
0.061,1.16,0.6988276999999999,0.3371907,1.164876,0.5828027,1.0841743,129571.4576,6.1e-05,0.00116,0.0010980886166425648,0.0004795472969374396,0.0020351226007295285,0.0001276793248728959,0.0001783530487544118,200.70534455723862
0.081,1.23,1.090224,0.5322206,1.168718,0.5832383,1.0847276,128563.84760000001,8.1e-05,0.00123,0.0004277896679444134,0.00020562986164464559,4.06939798987432e-05,0.00014787903840640922,7.033377567006617e-05,181.74462301328305
0.101,1.23,1.014581,0.4950202,1.1532930000000001,0.5839242000000001,1.0855964,127439.291,0.000101,0.00123,0.0005893462479731448,0.0002597852189790658,5.6753854494656446e-05,0.00018352809049300542,0.0001053776067292981,214.47340540542407
0.12100000000000001,1.23,0.9631586999999999,0.47040889999999996,1.1372719999999998,0.5850596,1.0860668,126130.36270000001,0.00012100000000000001,0.00123,0.0009355047888707054,0.0005011595454543341,3.841874542461182e-05,0.0002379853777020859,7.750587074538362e-05,229.6239909578465
0.14100000000000001,1.23,0.9870786,0.4821179,1.12066,0.5861658000000001,1.0869419,124995.47049999998,0.000141,0.00123,0.0010204779468464896,0.0005559784977856631,2.8635642126515432e-05,0.0002532164291668346,9.970300898171011e-05,166.0230259784768
0.161,1.24,1.035936,0.5064465,1.1036119999999998,0.5869101,1.0876629,123763.55629999998,0.000161,0.00124,0.0005272418799754212,0.00023992009086359512,4.214261501143203e-05,0.0002012801281796176,8.422048444409187e-05,217.96465338629926
0.181,1.24,1.089055,0.5332315,1.085904,0.5878887999999999,1.0884868,122583.87169999999,0.000181,0.00124,0.0002535843055080471,0.00028295591529423335,4.963869458396207e-05,0.0001816330366425693,7.575856387232663e-05,256.76791071045164
0.20099999999999998,1.24,1.098817,0.5388181999999999,1.0681189999999998,0.5896966000000001,1.0893788,121200.8108,0.00020099999999999998,0.00124,0.0004915089012419022,0.0002018017839366126,5.318834458786696e-05,0.00022502319880403547,0.0001253880377069548,275.9607968196925
0.22099999999999997,1.24,1.1009510000000002,0.5401996,1.050647,0.5908359999999999,1.0902213,119818.18309999998,0.00022099999999999998,0.00124,0.0003838085460226276,0.00017549712248354288,4.796873982085179e-05,0.00011619896729316256,5.147824783341797e-05,223.1930112411439
0.24099999999999996,1.24,1.1024790000000002,0.5415824,1.0332180000000002,0.5919968999999999,1.0910102,118577.27179999999,0.00024099999999999998,0.00124,0.0003652519678249788,0.0001290024805962946,5.268775948926407e-05,0.00019233327845175055,9.003532640021214e-05,274.67453509482664
0.26099999999999995,1.24,1.105182,0.5432678,1.01619,0.5933557,1.0920755999999998,117410.62449999999,0.00026099999999999995,0.00124,0.00028603496289787494,0.00013239848941737898,4.289522117907662e-05,0.0002181939733356475,9.464692282370992e-05,222.30601141006176
0.28099999999999997,1.24,1.107511,0.5445186,0.9989625999999999,0.5944998000000001,1.0929965000000001,116092.12110000002,0.000281,0.00124,0.00047420354279573357,0.000135228843077198,7.193497063322089e-05,0.00019941905626093677,8.104967612520414e-05,227.50345324783632
0.301,1.24,1.108963,0.5456117,0.9818562999999999,0.5956523,1.0939373,114866.3006,0.000301,0.00124,0.00015093376030565317,0.00015838563697508136,3.325372159622881e-05,0.00014344270633252337,0.00011683582498531649,318.53614933479645
0.321,1.24,1.110937,0.5466998000000001,0.9648475,0.5968311,1.0947441999999998,113626.5111,0.000321,0.00124,0.00047406856044247196,0.00017862911296875127,6.612904051928312e-05,0.00024489077156970954,8.47771195547541e-05,227.2507702545576
0.341,1.25,1.111775,0.5475234999999999,0.9484632,0.5970261,1.0956645,112429.3429,0.00034100000000000005,0.00125,0.0002991070042643176,0.00012174748457363022,4.814519706056893e-05,0.0002414644694359832,8.909797977509063e-05,186.4976473248095
0.36100000000000004,1.25,1.1138209999999997,0.549165,0.9327901000000001,0.5987672,1.0965603,111498.9608,0.00036100000000000005,0.00125,0.00020339370688396622,0.00011201339205647084,0.00010753552901251407,0.00020514326701112843,6.71640528854359e-05,258.338317226772
0.38100000000000006,1.25,1.1155300000000001,0.5502965,0.9184629,0.5996474,1.0974667,110306.85770000001,0.00038100000000000005,0.00125,0.00023592371648478169,0.00018284487961110237,5.1040082288330154e-05,0.00016730642545939145,7.201395698057572e-05,248.33582303809848
0.4010000000000001,1.26,1.1173389999999999,0.5515772999999999,0.9083586,0.6007643999999999,1.0984895,109059.8737,0.0004010000000000001,0.00126,0.0003171892179756287,0.00014739270673951984,0.00012807279180216319,0.00021521998048510261,0.00011045926851106658,276.3463918291868
0.4210000000000001,1.28,1.119005,0.5526319000000001,0.9060212,0.6019566999999999,1.0994252999999998,107833.8058,0.0004210000000000001,0.00128,0.0002478003228407893,9.621792972207305e-05,0.00017624063095664786,0.00019546408877336592,8.395242700479732e-05,201.58515732057242
0.4410000000000001,1.29,1.1207170000000002,0.5535316000000001,0.9068487999999999,0.6029120000000001,1.100572,106430.8898,0.00044100000000000015,0.0012900000000000001,0.00034615170084803515,0.0001495695156106233,0.00018148928343016287,0.00014691902531667415,0.00010538026380685593,338.650363401782
0.46100000000000013,1.31,1.1212360000000001,0.5542279000000001,0.9082765999999998,0.603703,1.1015330999999997,104676.4489,0.00046100000000000015,0.0013100000000000002,0.00025223798286535,0.00014257240265914297,0.000135223666567644,0.00014998466588287936,6.844917822733874e-05,383.7385825802362
0.48100000000000015,1.34,1.1221010000000002,0.5546165000000001,0.9106001000000001,0.6047357000000001,1.1025973,103057.88919999999,0.00048100000000000014,0.00134,0.00017466825699023167,0.00017225693019441284,0.000239699582811477,0.00014943363075289564,8.941146458930452e-05,368.3163404856735
0.5010000000000001,1.36,1.12358,0.55594,0.9135913,0.6059653,1.1034895,101609.68860000001,0.0005010000000000001,0.00136,0.00022158519806156292,0.0001717154623206468,0.00023937169841064878,0.0001578581958594271,0.00012047593120616982,202.0411311902625
0.5210000000000001,1.37,1.124323,0.556439,0.9152485,0.6066532,1.1045399,100006.30726,0.0005210000000000001,0.0013700000000000001,0.00028903460000486667,0.00022589200959750267,0.00024409516586772244,0.00011572017974407394,0.00013176907831506752,315.2304871354794
0.5410000000000001,1.4,1.126371,0.5575611,0.9180458,0.6081297,1.105674,98604.70137,0.0005410000000000001,0.0014,0.00025851305576314376,0.00014828246693390434,0.00014683786977479573,0.00014098585035385894,9.069619617162753e-05,318.07334808622016
0.5610000000000002,1.41,1.12616,0.5576163000000001,0.9197157,0.6085802,1.1065918,97284.70969999998,0.0005610000000000002,0.00141,0.00020799038439314272,0.00011765462166868991,0.00019984796721507158,8.974720051344778e-05,6.958275648466594e-05,348.83031148319856
0.5810000000000002,1.44,1.1283489999999998,0.5590237,0.9223096,0.6096211,1.1075426,95492.35734999999,0.0005810000000000002,0.0014399999999999999,0.0003645668662947998,5.659514113421553e-05,9.642323371467779e-05,0.0001351824322905859,7.429293371510399e-05,391.47766980912206
0.6010000000000002,1.46,1.1292579999999999,0.5596319000000001,0.9246452,0.6106089000000001,1.1085722,93740.10361,0.0006010000000000002,0.00146,0.00024136279746474467,0.00016524251874137837,0.00018251071201439133,0.00013816833935456673,7.540530485316874e-05,362.1043998974076
0.6210000000000002,1.48,1.131406,0.5608647000000001,0.9279327999999998,0.6121079,1.1099275,92241.55257,0.0006210000000000002,0.00148,0.00014164744967701303,9.781620520140026e-05,0.0001743369151958453,0.00012479218725544727,5.584308372574918e-05,422.3707692768522
0.6410000000000002,1.51,1.132378,0.5618236000000001,0.9304651000000002,0.6132537,1.1108249999999997,90171.86776,0.0006410000000000003,0.00151,0.00030537845372586003,8.045893362453836e-05,0.0002081295029542837,0.00015348488524932893,8.255785849933147e-05,404.600501293178
0.6610000000000003,1.53,1.133536,0.5624468000000001,0.9325541999999999,0.6138518,1.1119781999999998,88769.75752999999,0.0006610000000000002,0.0015300000000000001,0.0002303996527774847,0.0001258354481058576,0.00010507121394560088,0.00011299628312469159,0.00010023552264542645,296.2937035773687
0.6810000000000003,1.55,1.1339409999999999,0.5628563000000001,0.9340363999999999,0.6143422999999999,1.1131005,87723.97551999999,0.0006810000000000003,0.0015500000000000002,0.0003657717867742181,8.688388803454796e-05,0.0002556083723198328,0.00013264995288352305,7.062471238876242e-05,221.3748771089803
0.7010000000000003,1.57,1.136344,0.5644005,0.9377755999999999,0.6162649000000001,1.1145819,86179.59189000001,0.0007010000000000003,0.00157,0.0002172187837181659,9.396408888507566e-05,0.00023157296906157953,0.00013584509560525117,7.981409649930387e-05,241.62684749366198
0.7210000000000003,1.59,1.136857,0.5650806,0.9401943999999999,0.6170649,1.1158101999999999,84660.97571,0.0007210000000000003,0.00159,0.0004179485614283536,7.259779610981057e-05,0.00018213577353172513,0.00014906538833680822,5.76798058248789e-05,431.0877171680628
0.7410000000000003,1.62,1.1390129999999998,0.5659991,0.9432510000000001,0.6184863,1.1166836,83016.45981,0.0007410000000000003,0.0016200000000000001,0.0002793581930067263,0.00015271178736429646,0.00016806843844101795,0.00014385829833554997,8.424986646875727e-05,237.4152196558011
0.7610000000000003,1.62,1.140686,0.5672067999999999,0.946293,0.6197978000000001,1.1180159,81415.25671,0.0007610000000000004,0.0016200000000000001,0.0002714479692316466,7.859872772507347e-05,0.00017540467496620016,0.0001356958363399589,6.557812135155355e-05,217.08026907493795
0.7810000000000004,1.66,1.141899,0.5680565,0.9489388,0.6206974000000001,1.1192667,79934.67596,0.0007810000000000003,0.00166,0.00023602754076589553,0.00010593228969488156,0.00016738625989010545,0.00014754402732743163,0.00012941796629524667,305.76140996379496
0.8010000000000004,1.68,1.1435479999999998,0.5690858000000001,0.9519141999999998,0.6222378999999999,1.1206668,78463.69532999999,0.0008010000000000004,0.00168,0.00014613692209707456,8.391042843412692e-05,0.00020940907334688822,0.00018367223524528241,5.526626457429844e-05,295.2910006141405
0.8210000000000004,1.71,1.1460769999999998,0.5706439000000001,0.9557789,0.6236775999999999,1.1219262,76682.43048000001,0.0008210000000000004,0.00171,0.00021899999999995775,0.00014066801342166226,0.00014576038556480454,8.096443663733663e-05,0.00010381117473568699,256.9833793250288
0.8410000000000004,1.73,1.1480039999999998,0.5716509999999999,0.9585484999999998,0.6244941999999999,1.1233665,74906.30898,0.0008410000000000004,0.00173,0.0001342534915746907,8.333906646945933e-05,0.0001839446927747409,0.00013527364857946034,0.0001013678943255999,455.12389817913174
0.8610000000000004,1.75,1.149295,0.5727124,0.9618140000000001,0.6259067999999999,1.1245626,73244.73627000001,0.0008610000000000004,0.00175,0.00026169638897014826,9.637136504170485e-05,0.0001690000000000031,9.150169397337188e-05,8.3172351175146e-05,529.7203369922669
0.8810000000000004,1.77,1.1509169999999997,0.5735545999999999,0.9648876000000002,0.6268490999999999,1.1258585999999997,71608.33866000001,0.0008810000000000005,0.00177,0.00010431203190429637,0.00018372871305270634,0.00022834237451688048,5.2223462160210185e-05,8.845360365748155e-05,485.8904793548423
0.9010000000000005,1.79,1.153063,0.5749806000000001,0.9684864,0.6283065,1.1271677,70180.93036999999,0.0009010000000000004,0.0017900000000000001,0.00017158379876900398,7.932616214088444e-05,0.00019663834824366666,7.731138337916021e-05,4.481975011086277e-05,350.60221285271854
0.9210000000000005,1.82,1.1551019999999999,0.5760873,0.9720431999999999,0.6292656999999999,1.1285156,68406.99501000001,0.0009210000000000005,0.00182,0.00022741152125606715,5.819974226746886e-05,0.00011954731280962819,8.631228186070811e-05,0.00010853404995667537,432.5000549841992
