"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","Iref [V]","Vbg [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dIref [V]","dVbg [V]","dNTC [Ohm]"
0.001,0.01,-0.001717851,-0.002733854,0.00018761168999999992,0.00012272115,0.16516486000000002,27960.38358,1e-06,1e-05,0.0002650528405601419,0.00026681583596930674,0.0018044605136503555,2.4682104519560323e-05,0.014743231788397006,47.99763451900114
0.021,0.28,-0.36428190000000005,-0.5172481,0.27775420000000006,0.0002663994,0.9961564700000001,28133.18545,2.1000000000000002e-05,0.00028000000000000003,0.0003452203499216053,0.00014557022360360902,4.971880931799558e-05,1.2928488078657865e-06,0.0638209528021644,16.691835104341273
0.041,1.13,1.0752549999999998,0.5242792000000001,1.169605,0.5836311999999999,1.0849642,28146.713770000002,4.1e-05,0.00113,0.00043081898751100306,0.000142362073601097,3.694590640382998e-05,9.160000000001971e-05,0.00010496361274270464,4.973167915333431
0.061,1.2,1.077778,0.5258624000000001,1.153434,0.5846864,1.0857759000000002,28092.640020000003,6.1e-05,0.0012,0.0003224841081355894,0.00020760019267814357,5.885575587825318e-05,0.00020132173255760496,6.981754793749193e-05,17.407795795607985
0.081,1.2,1.079359,0.5270596,1.137514,0.586473,1.0868492,27982.07952,8.1e-05,0.0012,0.0003014448539948512,0.00014209306809271938,4.651881339846466e-05,0.00012218428704215768,8.837171493182808e-05,26.564383754109723
0.101,1.2,1.078681,0.5267548000000001,1.122315,0.5871819,1.0878333999999998,27865.892839999997,0.000101,0.0012,0.00022491998577273353,8.95363613288003e-05,3.1384709652919026e-05,0.00011589775666509128,7.031244555551069e-05,30.973527486846763
0.12100000000000001,1.2,1.074393,0.5250876,1.106299,0.5881392999999999,1.0885006000000002,27709.92994,0.00012100000000000001,0.0012,0.0001619907404760695,0.00015872693533235888,1.9209372712306485e-05,0.00019262141625477874,0.00010171843490734072,24.588663645557855
0.14100000000000001,1.2,1.0847190000000002,0.5304135999999999,1.089626,0.5895846,1.0894983,27560.5284,0.000141,0.0012,0.00027012774755659773,0.00016435705035073336,3.0397368307121326e-05,0.0001259874596934264,0.0001435374863929218,33.492143462191784
0.161,1.2,1.0878299999999999,0.5327151,1.072415,0.5907627,1.0905115,27378.463630000002,0.000161,0.0012,0.0003795523679283154,0.00014666386739753013,3.383784863136271e-05,0.00019524192684973636,6.993032246456527e-05,35.97265340394177
0.181,1.2,1.090214,0.5339419,1.055469,0.5919144000000001,1.0914899,27175.97132,0.000181,0.0012,0.00020601941656068834,0.00020302632834191472,4.908156476722566e-05,0.00011371385139901738,0.0001091168639578679,43.41063915693462
0.20099999999999998,1.21,1.092417,0.5354821,1.038575,0.5936011,1.0926046,26992.90008,0.00020099999999999998,0.00121,0.00027243531342325053,0.00011155487438924849,2.8722813232704373e-05,0.00014537637359626106,7.424984848474228e-05,34.09715214286375
0.22099999999999997,1.21,1.095248,0.5372994,1.0217589999999999,0.5943737,1.0934338000000001,26779.55944,0.00022099999999999998,0.00121,0.0003211790777743621,0.00017061957683688457,4.6999999999995627e-05,0.00010667994188223297,7.438386921909745e-05,32.711264008845816
