"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dNTC [Ohm]"
0.001,1.58,1.1248420000000001,0.5607687,1.122913,9666.48,1e-06,0.00158,0.00030072578871786636,0.00012563045013054056,0.0001436001392757195,6.443154506916875
0.006,1.78,1.1259080000000001,0.5618564,1.124601,9476.054,6e-06,0.0017800000000000001,0.00018701871564095175,5.149019324103726e-05,9.883825170447282e-05,11.380333211290365
0.011,1.79,1.125887,0.5622423,1.125232,9222.989,1.1e-05,0.0017900000000000001,0.0002646526024810738,3.308489081137558e-05,6.399999999999879e-05,12.723932921860568
0.016,1.79,1.1255929999999998,0.5624967999999999,1.126577,8972.348999999998,1.6e-05,0.0017900000000000001,0.00015466415227843264,3.165375175235419e-05,7.403377607550013e-05,11.749892297378718
0.021,1.8,1.126103,0.562614,1.127045,8742.067,2.1000000000000002e-05,0.0018000000000000002,0.00017782294565098978,4.57383865041104e-05,8.980534505249539e-05,10.575255126946233
0.026000000000000002,1.8,1.1259869999999998,0.5627106,1.1272369999999998,8538.911,2.6000000000000002e-05,0.0018000000000000002,0.0001313811249761564,2.7288092641309182e-05,6.450581369149903e-05,9.688170570339864
0.031000000000000003,1.8,1.1259929999999998,0.5628558,1.127225,8363.083999999999,3.1e-05,0.0018000000000000002,0.00015033628969749371,3.133304964412086e-05,0.00021100947846009946,8.283367914079346
0.036000000000000004,1.8,1.1262870000000003,0.5628744000000001,1.1270520000000002,8200.816,3.600000000000001e-05,0.0018000000000000002,0.00015830666442068051,4.502266096091358e-05,5.015974481595566e-05,7.3699134323275795
0.041,1.8,1.125855,0.5629067000000001,1.127005,8070.268999999998,4.1e-05,0.0018000000000000002,0.00010929318368498238,2.4936118382796963e-05,6.13595958265918e-05,6.156987006645506
0.046,1.8,1.1258059999999999,0.5629638,1.1271140000000002,7959.624000000001,4.6e-05,0.0018000000000000002,0.0002431131423843818,3.026813505981451e-05,5.7480431452793786e-05,5.621103450391113
0.051,1.8,1.126209,0.5629789,1.1271619999999998,7859.3820000000005,5.1e-05,0.0018000000000000002,0.00014645477117525448,1.7236298906651437e-05,7.833262411025445e-05,4.446863613829519
0.055999999999999994,1.8,1.125746,0.5630042,1.12747,7772.7699999999995,5.599999999999999e-05,0.0018000000000000002,9.583318840568836e-05,2.337006632425562e-05,6.016643582594612e-05,3.9263927465295714
0.06099999999999999,1.8,1.1259660000000002,0.5630944,1.1276979999999999,7696.248,6.099999999999999e-05,0.0018000000000000002,0.000167821333566384,2.5215868019949262e-05,5.9464274989241635e-05,3.259711030137553
0.06599999999999999,1.81,1.125797,0.5630694,1.127638,7627.681999999999,6.599999999999999e-05,0.0018100000000000002,0.00018177183500202386,4.060837352075273e-05,4.664761515875479e-05,3.267175538596086
0.071,1.8,1.125904,0.5631392999999999,1.127588,7560.778,7.099999999999999e-05,0.0018000000000000002,0.00013720058308911372,4.245715487405784e-05,7.263607918930301e-05,2.7848870713190323
0.076,1.8,1.125845,0.5630895,1.126687,7507.505,7.6e-05,0.0018000000000000002,0.00015698726062964206,3.395953474356651e-05,5.640035460878064e-05,1.8866968489931186
0.081,1.81,1.126107,0.5630897000000001,1.128172,7457.410000000001,8.1e-05,0.0018100000000000002,0.00010761505470889158,1.5020319570524918e-05,0.00011329607230615565,2.4695910592648085
0.08600000000000001,1.8,1.1261760000000003,0.5632102000000001,1.1282539999999999,7412.242000000001,8.6e-05,0.0018000000000000002,0.00016255460620975777,2.7934924377932035e-05,5.9699246226388093e-05,2.412429480834649
0.09100000000000001,1.81,1.1255849999999998,0.5631704000000001,1.1281070000000002,7370.507,9.100000000000002e-05,0.0018100000000000002,0.000125797456254099,2.589671793877809e-05,6.034069936619826e-05,1.7415111254309776
0.09600000000000002,1.8,1.1254840000000002,0.5631819,1.128021,7334.392000000002,9.600000000000002e-05,0.0018000000000000002,0.00017071613866297556,3.4526656368661985e-05,7.313685801290897e-05,1.8885592392086525
0.10100000000000002,1.8,1.125401,0.5631414,1.1280670000000002,7299.549000000001,0.00010100000000000003,0.0018000000000000002,0.00018452371121350855,2.6844738776909093e-05,3.769615364996759e-05,1.2611300488053767
0.10600000000000002,1.8,1.1252110000000002,0.5631637,1.127847,7265.896000000001,0.00010600000000000003,0.0018000000000000002,0.00015475464451831245,2.641987887935375e-05,7.887331614686326e-05,1.5618591485790159
0.11100000000000003,1.81,1.1252019999999998,0.5631171,1.127695,7236.545999999999,0.00011100000000000003,0.0018100000000000002,0.0002595303450465659,2.767833087452467e-05,8.732124598286609e-05,1.4679386908178298
0.11600000000000003,1.81,1.125363,0.563169,1.127853,7207.073999999999,0.00011600000000000004,0.0018100000000000002,0.00017793538152936834,3.526471324142529e-05,5.423098745181423e-05,1.6613741300501585
0.12100000000000004,1.81,1.125164,0.5632059,1.1278070000000002,7178.954000000001,0.00012100000000000004,0.0018100000000000002,0.00014108153670834537,2.7905017469976845e-05,6.61891229734801e-05,1.0787325896625448
0.12600000000000003,1.81,1.1252840000000002,0.563208,1.127651,7152.772,0.00012600000000000003,0.0018100000000000002,0.00012026637102697281,2.321637353247348e-05,0.00014515164484083198,0.9891895672720048
0.13100000000000003,1.81,1.125202,0.5632051,1.1277849999999998,7131.092,0.00013100000000000004,0.0018100000000000002,0.00017870646322951545,4.04486093703928e-05,6.0539243470654395e-05,0.5498327018285107
0.13600000000000004,1.81,1.125411,0.5631663,1.127768,7110.557000000001,0.00013600000000000005,0.0018100000000000002,0.0001317915020022167,5.011596551996095e-05,0.0001106164544721742,0.960854307374318
0.14100000000000004,1.81,1.125838,0.5631605,1.12803,7087.834,0.00014100000000000004,0.0018100000000000002,0.00014722771478220645,2.3113848662660966e-05,7.334848328360754e-05,1.052665188937159
0.14600000000000005,1.81,1.125704,0.5631765,1.1286030000000002,7072.637000000001,0.00014600000000000005,0.0018100000000000002,0.00019173940648705527,4.835752268262504e-05,8.556284240252086e-05,1.322225774971871
0.15100000000000005,1.81,1.125207,0.5631889,1.128436,7051.705,0.00015100000000000007,0.0018100000000000002,0.000141566238913101,2.907731074222324e-05,0.00011262326580238628,1.0326010846401281
0.15600000000000006,1.81,1.125117,0.5631712,1.1286,7034.674000000001,0.00015600000000000005,0.0018100000000000002,0.00021670486842704148,3.2941766801417415e-05,9.316651759081238e-05,0.8665125503996854
0.16100000000000006,1.81,1.1249740000000001,0.5632231,1.12741,7019.947,0.00016100000000000006,0.0018100000000000002,0.00014650597257453597,2.8183150994885602e-05,7.071067811866894e-05,0.7621817368581912
0.16600000000000006,1.81,1.124795,0.5631634,1.1278110000000001,7004.446999999998,0.00016600000000000008,0.0018100000000000002,0.0001223315167893913,2.2392856003648903e-05,5.889821729047628e-05,0.8987552503323065
0.17100000000000007,1.81,1.1250890000000002,0.5632048000000001,1.127896,6990.878,0.00017100000000000006,0.0018100000000000002,0.00015391231269782908,3.1565170679075826e-05,0.0002379159515459174,0.6092421521857585
0.17600000000000007,1.81,1.124931,0.5632356000000001,1.127534,6983.382,0.00017600000000000008,0.0018100000000000002,0.00015661736813013172,2.787543721631731e-05,4.363484845851424e-05,0.9775561364955909
0.18100000000000008,1.81,1.1249639999999999,0.5632006,1.1274980000000001,6970.687999999999,0.0001810000000000001,0.0018100000000000002,0.00020538743875901273,3.0591502087977286e-05,5.8275209137356704e-05,0.9656686802419173
0.18600000000000008,1.81,1.1255060000000001,0.5632415999999999,1.1276039999999998,6958.656999999999,0.00018600000000000008,0.0018100000000000002,0.00025279240494922904,4.215732439329621e-05,6.590902821315036e-05,0.24220033030528546
0.1910000000000001,1.81,1.1252609999999998,0.5632212,1.127459,6948.394,0.0001910000000000001,0.0018100000000000002,0.00012389108119636438,4.952332783648282e-05,7.96806124474146e-05,0.3674289046877245
0.1960000000000001,1.81,1.125429,0.5632749,1.1279420000000002,6938.639,0.0001960000000000001,0.0018100000000000002,0.00017529689101632902,2.3088741845328446e-05,5.6533176100428716e-05,0.6707823790171857
0.2010000000000001,1.81,1.125276,0.5632505,1.127945,6928.253,0.0002010000000000001,0.0018100000000000002,0.00020991426821441567,2.224971909935854e-05,5.3898051912844206e-05,0.18297814077112926
0.2060000000000001,1.81,1.125353,0.5632573000000001,1.127937,6920.742,0.0002060000000000001,0.0018100000000000002,0.0002278618002211224,3.437455454257054e-05,8.54458893101089e-05,0.7041278293037134
0.2110000000000001,1.81,1.125504,0.5633034,1.127893,6908.698999999999,0.00021100000000000011,0.0018100000000000002,0.00014499655168315092,2.187327136026982e-05,6.481512169240394e-05,0.5251561672493691
0.2160000000000001,1.81,1.125266,0.5632317,1.127928,6902.823000000001,0.0002160000000000001,0.0018100000000000002,0.00019463812576162989,3.4664246710411634e-05,4.399999999997739e-05,0.4322048125598494
0.2210000000000001,1.81,1.125071,0.5632537,1.127809,6894.222,0.0002210000000000001,0.0018100000000000002,0.00019206509313254012,1.7883232370034606e-05,8.745856161633673e-05,0.6139999999998573
0.22600000000000012,1.81,1.12487,0.5631926,1.127745,6887.659,0.00022600000000000013,0.0018100000000000002,0.00024161953563399396,2.7543420266931794e-05,7.658328799421663e-05,0.10044401425678467
0.23100000000000012,1.81,1.124978,0.5632068,1.1278169999999998,6882.204000000001,0.00023100000000000014,0.0018100000000000002,0.00016166632302368634,2.8627958362417022e-05,9.445104552091386e-05,0.27825168463110445
0.23600000000000013,1.81,1.124629,0.5632802,1.127824,6874.596,0.00023600000000000013,0.0018100000000000002,0.0001957779354268434,4.696551926680492e-05,8.212186067062848e-05,0.24755605425847227
0.24100000000000013,1.81,1.124742,0.5632686999999998,1.1278210000000002,6867.1449999999995,0.00024100000000000014,0.0018100000000000002,0.00019868568141666093,2.4000208332430186e-05,6.920260110716616e-05,0.3366377875402644
0.24600000000000014,1.81,1.124571,0.5633202,1.127858,6860.889,0.0002460000000000001,0.0018100000000000002,5.8386642308024794e-05,3.158417325179601e-05,4.894895300207755e-05,0.4749831575960681
0.2510000000000001,1.81,1.124751,0.5632927000000001,1.1279919999999999,6855.533,0.00025100000000000014,0.0018100000000000002,0.00014383671297693102,2.762263564543279e-05,6.06300255648835e-05,0.29782713106759584
0.2560000000000001,1.81,1.1244939999999999,0.5633562,1.1279400000000002,6851.168,0.0002560000000000001,0.0018100000000000002,0.00017153425313908016,4.73091957234444e-05,3.577708763997656e-05,0.1628373421546253
0.2610000000000001,1.81,1.124576,0.5633826,1.1280750000000002,6843.921,0.0002610000000000001,0.0018100000000000002,0.00016680527569594477,2.6004614975034943e-05,7.324616030889353e-05,0.30458003874181055
0.2660000000000001,1.81,1.1248109999999998,0.5633142,1.1279730000000001,6839.933999999999,0.0002660000000000001,0.0018100000000000002,0.00019315537786973282,1.8065436612499502e-05,7.41687265631687e-05,0.2662780501658347
0.27100000000000013,1.81,1.125145,0.5633511,1.1279810000000001,6835.545999999999,0.00027100000000000014,0.0018100000000000002,0.0001637223259057798,3.563832207046887e-05,6.122907805937527e-05,0.4117329231432682
0.27600000000000013,1.81,1.1250829999999998,0.5633621000000001,1.127973,6832.197,0.00027600000000000015,0.0018100000000000002,0.0002195928049823503,3.640727949188142e-05,4.450842616854e-05,0.26754625768270035
0.28100000000000014,1.81,1.1247209999999999,0.5634051,1.128077,6827.635,0.00028100000000000016,0.0018100000000000002,0.00012731457104355167,3.646491464408171e-05,7.239475119096604e-05,0.369140894510636
0.28600000000000014,1.81,1.124762,0.5633293,1.127941,6824.048,0.0002860000000000002,0.0018100000000000002,0.00018551549800488202,3.3039521788319054e-05,6.378871373523639e-05,0.44269176635670643
0.29100000000000015,1.81,1.124879,0.5633864,1.1280610000000002,6820.242,0.00029100000000000013,0.0018100000000000002,0.0002012684774126217,4.666090440614442e-05,0.00010300000000000283,0.28978612803236875
0.29600000000000015,1.81,1.12455,0.5633056,1.128021,6816.76,0.00029600000000000015,0.0018100000000000002,0.00015066519173321388,2.4154502685824657e-05,6.609841147866011e-05,0.4042771326700749
0.30100000000000016,1.81,1.12504,0.5633055,1.12791,6815.467,0.00030100000000000016,0.0018100000000000002,0.00012569805089980625,1.9417775361774454e-05,4.959838707056053e-05,0.26506791582544437
0.30600000000000016,1.81,1.125095,0.5633138000000001,1.1279709999999998,6812.81,0.0003060000000000002,0.0018100000000000002,0.00018890473789716025,1.968146336023128e-05,5.2239831546393896e-05,0.4636809247748362
0.31100000000000017,1.81,1.1253140000000001,0.5632876,1.127825,6810.6669999999995,0.0003110000000000002,0.0018100000000000002,0.00020455806021763803,2.8897058673852535e-05,5.258326730057374e-05,0.2980285221249378
0.31600000000000017,1.81,1.12563,0.5632883000000001,1.1280100000000002,6808.211,0.0003160000000000002,0.0018100000000000002,0.000122882057274446,2.297846818217979e-05,9.262828941526364e-05,0.44896436384205535
0.3210000000000002,1.81,1.1249429999999998,0.5633435999999999,1.128002,6807.254999999999,0.00032100000000000016,0.0018100000000000002,0.00015994061397908582,2.8779159126000506e-05,5.055689863901692e-05,0.3767558891376922
0.3260000000000002,1.81,1.124957,0.5634373,1.128072,6801.992,0.00032600000000000017,0.0018100000000000002,0.00016431981012643237,2.3845544657209555e-05,4.791659420286758e-05,0.2538424708357523
0.3310000000000002,1.81,1.12489,0.5634276,1.12813,6797.941000000001,0.0003310000000000002,0.0018100000000000002,0.00013878040207464013,3.62965563104904e-05,7.183313998423863e-05,0.7332318869224989
0.3360000000000002,1.81,1.125151,0.5633982,1.128024,6793.963000000001,0.0003360000000000002,0.0018100000000000002,0.00016034026319053268,2.975836016986274e-05,6.296030495481259e-05,0.3790791474086032
0.3410000000000002,1.81,1.125067,0.5633446,1.1279569999999999,6793.896000000001,0.0003410000000000002,0.0018100000000000002,0.0001975373382426357,3.132475059757241e-05,7.82368199762445e-05,0.36816300737571284
0.3460000000000002,1.81,1.125532,0.5633074,1.127863,6792.228,0.0003460000000000002,0.0018100000000000002,8.304215796809731e-05,3.839062385530288e-05,5.5506756345494874e-05,0.22166641603988088
0.3510000000000002,1.81,1.1251829999999998,0.5633045,1.1279,6788.505,0.0003510000000000002,0.0018100000000000002,0.00018772586396126188,3.5601264022511204e-05,9.412757300596633e-05,0.23504254933930335
0.3560000000000002,1.81,1.125277,0.5633086,1.127907,6785.992,0.0003560000000000002,0.0018100000000000002,0.00016031531430279886,3.0450615757322733e-05,6.132699242583288e-05,0.19239542614119307
