"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dNTC [Ohm]"
0.001,0.02,1.818776e-05,3.410935e-05,0.0075116340000000005,10387.93,1e-06,2e-05,1.8455287153690673e-05,8.814114717315633e-07,0.0029148025522707367,0.30999999999986033
0.006,0.57,0.2891299,0.1718414,0.004295224,10395.11,6e-06,0.00057,0.00028405508268643486,0.0001396368146299556,5.862547569103458e-06,0.30149626863377027
0.011,0.75,0.8207704,0.4207952,0.01207836,10402.170000000002,1.1e-05,0.00075,0.00030611801645771125,8.60636973409845e-05,1.596422249907598e-05,0.37960505792215254
0.016,0.83,0.8113887,0.42087009999999997,0.01227737,10408.27,1.6e-05,0.00083,0.0008098308527093681,4.086184038930002e-05,1.757936574510015e-05,0.3318132004608629
0.021,0.83,0.8021664,0.4218345,0.01266103,10414.18,2.1000000000000002e-05,0.00083,0.0003628694531095301,0.00010631015943925274,2.4268829802856452e-05,0.26000000000012036
0.026000000000000002,0.9,0.7494639000000001,0.4322794,0.01740401,10419.23,2.6000000000000002e-05,0.0009000000000000001,0.0005037186615562411,3.409164120426667e-05,1.9061975238678238e-05,0.24515301344271578
0.031000000000000003,0.95,0.7895843,0.43589910000000004,0.0207293,10424.24,3.1e-05,0.00095,0.0003670441526574092,3.5685991649392594e-05,2.4837753521604593e-05,0.2416609194719426
0.036000000000000004,1.01,0.8360515000000002,0.4390580999999999,0.02482117,10429.14,3.600000000000001e-05,0.00101,0.0004567623561547102,2.073378884816761e-05,3.0870505340859755e-05,0.22891046284532543
0.041,1.06,0.8780046,0.4421934,0.02854668,10432.94,4.1e-05,0.0010600000000000002,0.0006735525517730467,2.2773669006116696e-05,2.7121312652599028e-05,0.08000000000029103
0.046,1.17,0.8894031,0.44230649999999994,0.0330314,10433.919999999998,4.6e-05,0.00117,0.0005723283061320746,2.9479654000678225e-05,5.22647491144845e-05,0.09797958971168357
0.051,1.18,0.8940193000000001,0.44224800000000003,0.03725546,10433.45,5.1e-05,0.00118,0.0005388519369919746,3.619668493108144e-05,4.074180162928642e-05,0.06708203932523774
0.055999999999999994,1.18,0.8924176000000001,0.44231929999999997,0.04111999000000001,10432.429999999998,5.599999999999999e-05,0.00118,0.000619109069550743,3.627133854712064e-05,6.295592823555208e-05,0.1268857754046271
0.06099999999999999,1.18,0.8859534,0.4422633,0.04460616,10430.47,6.099999999999999e-05,0.00118,0.0008078607800852797,2.5459968578145712e-05,8.323167906512618e-05,0.24919871588747072
0.06599999999999999,1.18,0.8799628,0.4422655,0.048033570000000005,10427.460000000001,6.599999999999999e-05,0.00118,0.0005824477315605205,3.1445985435347426e-05,4.069216263606579e-05,0.13564659966299883
0.071,1.18,0.8759062999999999,0.4422619,0.051640240000000004,10424.820000000002,7.099999999999999e-05,0.00118,0.0007504785206786335,3.4346615553788205e-05,5.2374348683301874e-05,0.15999999999980902
0.076,1.18,0.8723725,0.4423049,0.05482456,10421.6,7.6e-05,0.00118,0.0007030611993276239,1.163142295679664e-05,5.442666993303931e-05,0.17320508075709776
0.081,1.18,0.8686693,0.4423020999999999,0.05823952,10417.85,8.1e-05,0.00118,0.0005743161237506723,1.8300000000007397e-05,5.8399636985172495e-05,0.1857417562099594
0.08600000000000001,1.18,0.8664182,0.44232439999999995,0.06194626000000001,10413.960000000001,8.6e-05,0.00118,0.00047962418621248906,2.5389761716087968e-05,7.467618361967955e-05,0.27276363393953573
0.09100000000000001,1.18,0.8676703,0.44233779999999995,0.06591121000000001,10409.94,9.100000000000002e-05,0.00118,0.0004372859590702475,3.1980619130959766e-05,4.814209073149941e-05,0.20591260281965873
0.09600000000000002,1.18,0.8642226,0.4423498,0.07369825,10404.439999999999,9.600000000000002e-05,0.00118,0.0009651670528980857,2.7352513595646825e-05,0.0002955984040890608,0.33526109228472173
0.10100000000000002,1.19,0.8557839999999999,0.44234619999999997,0.07935042,10399.07,0.00010100000000000003,0.0011899999999999999,0.0011305724213866207,3.1073461345657246e-05,0.0002718747240918155,0.30999999999986033
0.10600000000000002,1.19,0.8503069999999999,0.4422998000000001,0.08579118999999999,10393.62,0.00010600000000000003,0.0011899999999999999,0.0007035298145778908,4.1501325280042743e-05,0.0003361192569609754,0.26758176320511967
0.11100000000000003,1.19,0.8437530000000001,0.44241149999999996,0.09610885999999999,10388.38,0.00011100000000000003,0.0011899999999999999,0.0009342132518863209,2.7900716836669566e-05,0.0006359068221052502,0.28213471959328673
0.11600000000000003,1.19,0.8356585999999998,0.4423972,0.1084635,10383.109999999999,0.00011600000000000004,0.0011899999999999999,0.0008398097641728107,3.0158912447231448e-05,0.0010631599362278471,0.17578395831241567
0.12100000000000004,1.19,0.832203,0.44240899999999994,0.12038789999999999,10378.560000000001,0.00012100000000000004,0.0011899999999999999,0.0011161202444181452,4.260751107493829e-05,0.0006174373571464564,0.280000000000291
0.12600000000000003,1.19,0.8340284,0.4424111,0.1298322,10374.720000000001,0.00012600000000000003,0.0011899999999999999,0.000761429734118654,3.854724374064091e-05,0.0005200734178940511,0.1536229149571022
0.13100000000000003,1.19,0.8398307,0.44249140000000003,0.13980450000000003,10369.750000000002,0.00013100000000000004,0.0011899999999999999,0.0008752677361813494,2.5507645912551226e-05,0.0005746124346026631,0.14317821063258565
0.13600000000000004,1.19,0.8458534,0.44249499999999997,0.1505901,10366.76,0.00013600000000000005,0.0011899999999999999,0.0010486539181255253,2.158703314492109e-05,0.0011988425626411516,0.11135528725618879
0.14100000000000004,1.19,0.8485741000000001,0.44250639999999997,0.1641302,10362.220000000001,0.00014100000000000004,0.0011899999999999999,0.0007587081718289207,3.2059943855227326e-05,0.0007711759591688542,0.07483314773497324
0.14600000000000005,1.2,0.8557092000000001,0.4424929000000001,0.17585119999999999,10359.6,0.00014600000000000005,0.0012,0.000862614143171784,4.428193762697876e-05,0.0008097864903787888,0.22360679774981626
