"Input current [A]","Input voltage [V]","VDD [V]","Vref [V]","Voffs [V]","NTC [Ohm]","dIin [A]","dVin [V]","dVDD [V]","dVref [V]","dVoffs [V]","dNTC [Ohm]"
0.001,1.75,1.125587,0.5553751,0.949948,9712.54,1e-06,0.00175,0.0001648059464946328,8.249903029732111e-05,0.0005742361883406408,6.404598348062157
0.006,1.79,1.1260270000000001,0.5558756,0.9575675,9528.242999999999,6e-06,0.0017900000000000001,0.00020159613091523898,0.0001000601818907124,0.0001879315034793255,11.055066756921647
0.011,1.79,1.126249,0.5561647000000001,0.9617113999999999,9290.915,1.1e-05,0.0017900000000000001,0.0001407444492688672,6.320767358477935e-05,0.00019900060301416254,12.041365578704013
0.016,1.79,1.1267399999999999,0.5564014,0.9642126000000001,9053.145,1.6e-05,0.0017900000000000001,0.00016143109985377094,8.0903893602216e-05,0.00012926190467419762,11.353043864973202
0.021,1.8,1.1268360000000002,0.5565876000000001,0.9661543,8835.983,2.1000000000000002e-05,0.0018000000000000002,9.308061022578993e-05,9.133476884514954e-05,0.0001494429991669212,10.149411854880904
0.026000000000000002,1.8,1.126386,0.5565502999999999,0.9676265,8647.746000000001,2.6000000000000002e-05,0.0018000000000000002,0.0001664451861725078,0.00014791960654354,0.00014690626263027,8.838033944266044
0.031000000000000003,1.8,1.12683,0.5568204999999999,0.9685805000000001,8485.083999999999,3.1e-05,0.0018000000000000002,0.00016565023392681419,9.138189098502022e-05,0.00016893563863199656,7.436757626815979
0.036000000000000004,1.8,1.12657,0.5567795,0.9694483999999999,8335.333000000002,3.600000000000001e-05,0.0018000000000000002,0.00015073154945131109,8.867609598987037e-05,0.00012742935297644257,6.716472362780661
0.041,1.8,1.126504,0.5568085,0.9699537000000001,8216.978,4.1e-05,0.0018000000000000002,0.00016475436261295374,9.420323773630634e-05,0.00021986589094263344,5.821291609256531
0.046,1.8,1.1263999999999998,0.5568342000000001,0.9707841000000001,8111.6630000000005,4.6e-05,0.0018000000000000002,0.00013813037319864149,8.953524445715199e-05,0.00011056893777186076,4.947848118121711
0.051,1.8,1.125942,0.5567426,0.9711276000000002,8019.935999999999,5.1e-05,0.0018000000000000002,0.00015606408939915995,0.00012008013990664688,0.00012051904413825097,4.340279253688599
0.055999999999999994,1.8,1.1261009999999998,0.556839,0.9713435,7937.473,5.599999999999999e-05,0.0018000000000000002,0.00026953478439713355,8.569830803465063e-05,0.00012762229429062372,3.87865969118187
0.06099999999999999,1.8,1.126115,0.5567818,0.9722256999999999,7865.420999999999,6.099999999999999e-05,0.0018000000000000002,0.0001399464183178712,8.565722386347258e-05,0.00016040202617175186,3.5179296468234704
